mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2105534553527832,0.11495889993822613,0.2549095153808594,0.12005587011906155,1,1,"{'n_neighbors': 1, 'p': 1}",-396.9082377476538,-415.3204727146333,-393.61819235225954,-400.97682502896873,-417.66106604866746,-404.89695877843656,9.777215980039456,2,-0.3828394310709423,-0.2638973378523218,-0.2766641561902555,-0.4010196396500782,-0.36116099878338453,-0.33711631270939646,0.056156686480104724
0.2842248439788818,0.03140300996194846,0.47515172958374025,0.04396612029637126,1,2,"{'n_neighbors': 1, 'p': 2}",-444.92075078206466,-463.5060827250608,-436.9643105446118,-448.39988412514487,-456.8837775202781,-450.134961139432,9.252004474569471,4,-0.3828394310709423,-0.2638973378523218,-0.2766641561902555,-0.4010196396500782,-0.36116099878338453,-0.33711631270939646,0.056156686480104724
0.27446746826171875,0.015541131729249388,0.5704746246337891,0.11120937873101769,2,1,"{'n_neighbors': 2, 'p': 1}",-366.5011586142973,-382.5660410149461,-365.2404982618772,-369.3714368482039,-380.0646002317497,-372.74874699421486,7.165380016391509,1,-202.79447292952116,-201.17138843023088,-203.0117606164185,-203.26848096865766,-201.62493482417008,-202.37420755379964,0.8235296353618525
0.2591195583343506,0.009404871128597047,0.6174551010131836,0.044043852958652416,2,2,"{'n_neighbors': 2, 'p': 2}",-410.93743482794576,-429.88118410381185,-407.26309385863266,-416.7768829663963,-418.54855156431057,-416.6814294642194,7.738569619951381,3,-225.7712406940703,-224.61167115668724,-227.16402583859568,-226.72631944846765,-225.30561670818608,-225.9157747692014,0.9283299628687264
