mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2862292766571045,0.06394274757743847,0.3937522888183594,0.0423782259023026,1,1,"{'n_neighbors': 1, 'p': 1}",-396.9082377476538,-415.3204727146333,-393.61819235225954,-400.97682502896873,-417.66106604866746,-404.89695877843656,9.777215980039456,2,-0.3828394310709423,-0.2638973378523218,-0.2766641561902555,-0.4010196396500782,-0.36116099878338453,-0.33711631270939646,0.056156686480104724
0.26569452285766604,0.02021708673904081,0.4490001678466797,0.038986648533963976,1,2,"{'n_neighbors': 1, 'p': 2}",-444.92075078206466,-463.5060827250608,-436.9643105446118,-448.39988412514487,-456.8837775202781,-450.134961139432,9.252004474569471,4,-0.3828394310709423,-0.2638973378523218,-0.2766641561902555,-0.4010196396500782,-0.36116099878338453,-0.33711631270939646,0.056156686480104724
0.2630974769592285,0.023521287919846996,0.470548677444458,0.03332145146839784,2,1,"{'n_neighbors': 2, 'p': 1}",-366.5011586142973,-382.5660410149461,-365.2404982618772,-369.3714368482039,-380.0646002317497,-372.74874699421486,7.165380016391509,1,-202.79447292952116,-201.17138843023088,-203.0117606164185,-203.26848096865766,-201.62493482417008,-202.37420755379964,0.8235296353618525
0.27464780807495115,0.019595038631551775,0.6634257316589356,0.015932478490371167,2,2,"{'n_neighbors': 2, 'p': 2}",-410.93743482794576,-429.88118410381185,-407.26309385863266,-416.7768829663963,-418.54855156431057,-416.6814294642194,7.738569619951381,3,-225.7712406940703,-224.61167115668724,-227.16402583859568,-226.72631944846765,-225.30561670818608,-225.9157747692014,0.9283299628687264
